submission_id,submission_date,gender,age,education,how_likely_to_social_distance_when_out_in_public
4600049381408768,2020 <11>>> 17,Male,Over 45 years old,University or college degree completed,Very likely
5165658146078720,2020 <12>>> 17,Male,16 to 25 years old,Technical school,Very likely
6297240571478016,  2020----11++++ 27,Male,Over 45 years old,Secondary/high school,Very likely
5226085693521920,2020 <11>>> 16,Female,16 to 25 years old,Secondary school/ high school completed,Very likely
5728166992936960,  2020----12++++ 16,Female,36 to 45 years old,Technical school diploma or degree completed,Likely
6361051571683328,2020 <11>>> 19,Male,36 to 45 years old,Primary school completed,Unlikely
5337023130107904,2021 <01>>> 10,Male,16 to 25 years old,Secondary school/ high school completed,Likely
5244543994953728,2021   01 09  ,Male,16 to 25 years old,Technical school diploma or degree completed,Very likely
5947573325266944,2020   11 16  ,Male,36 to 45 years old,Some secondary school / high school,Very likely
6099675120926720,2020 <11>>> 23,Male,26 to 35 years old,Secondary/high school,Very likely
6115222902538240,<li>2020 11 21</li>,Female,26 to 35 years old,Post-graduate education,Likely
6740284022194176,  2020----12++++ 10,Male,26 to 35 years old,College or university,Unlikely
5797261239123968,2020 <11>>> 23,Male,16 to 25 years old,University or college degree completed,Very likely
6667893589934080,2020 <12>>> 06,Male,26 to 35 years old,College or university,Very likely
4610408330821632,  2020----12++++ 09,Female,26 to 35 years old,Technical school,Likely
6052942361919488,  2020----11++++ 24,Male,Over 45 years old,University or college degree completed,Very likely
5232960459767808,2020   11 16  ,Male,26 to 35 years old,Secondary school/ high school completed,Very likely
4946571042226176,2020   12 21  ,Male,36 to 45 years old,University or college degree completed,Very likely
6301549623246848,<li>2020 12 17</li>,Male,16 to 25 years old,Secondary school/ high school completed,Neither likely nor unlikely
5765778902351872,  2020----11++++ 18,Female,Over 45 years old,Post graduate,Very likely
5451153656774656,2020   11 16  ,Male,36 to 45 years old,Some technical education (e.g polytechnic school),Unlikely
5507052924567552,2020 <11>>> 18,Female,Over 45 years old,Primary school completed,Likely
5094275294691328,2020   11 16  ,Male,26 to 35 years old,Secondary/high school,Very likely
4620521108144128,  2020----11++++ 29,Female,36 to 45 years old,College or university,Likely
6719571666141184,2021 <01>>> 22,Female,26 to 35 years old,Secondary school/ high school completed,Likely
6006579062374400,<li>2020 11 18</li>,Female,26 to 35 years old,Secondary/high school,Very likely
4967535339634688,2020   11 16  ,Male,Over 45 years old,Post-graduate education,Likely
4812110178811904,2021   01 11  ,Male,16 to 25 years old,University or college degree completed,Very likely
6202232749162496,<li>2020 12 28</li>,Female,26 to 35 years old,Some university or college,Very likely
5016765227859968,  2020----11++++ 16,Male,36 to 45 years old,Post-graduate education,Very likely
4659836599140352,2021   01 24  ,Female,16 to 25 years old,University or college degree completed,Likely
5301277216210944,2020 <11>>> 17,Female,16 to 25 years old,Secondary school/ high school completed,Very likely
6110380628901888,  2020----12++++ 06,Female,16 to 25 years old,Secondary/high school,Unlikely
5352276320583680,  2020----11++++ 28,Female,36 to 45 years old,Secondary school/ high school completed,Very likely
5041762071740416,2020   11 17  ,Female,26 to 35 years old,College or university,Unlikely
4510733154123776,2020 <11>>> 29,Male,36 to 45 years old,Some primary education,Very likely
6493405376151552,2020 <11>>> 26,Female,26 to 35 years old,University or college degree completed,Unlikely
6071372527960064,2020   12 12  ,Male,16 to 25 years old,Secondary/high school,Likely
6740810659004416,<li>2020 11 29</li>,Male,26 to 35 years old,Some technical education (e.g polytechnic school),Neither likely nor unlikely
4871245696073728,2020   11 17  ,Female,Over 45 years old,Secondary/high school,Likely
4959832080908288,  2020----11++++ 19,Male,36 to 45 years old,University or college degree completed,Likely
5078944283099136,2021 <01>>> 13,Male,16 to 25 years old,Secondary school/ high school completed,Likely
4734929052368896,  2021----01++++ 20,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
6319626519838720,2021 <01>>> 12,Male,16 to 25 years old,Secondary school/ high school completed,Unlikely
4529662173904896,  2020----11++++ 30,Female,16 to 25 years old,University or college degree completed,Likely
5738044151037952,  2020----11++++ 19,Male,36 to 45 years old,Technical school,Very likely
4800082022236160,<li>2021 01 07</li>,Male,16 to 25 years old,Some university or college,Very likely
6217710326513664,2020 <11>>> 27,Male,36 to 45 years old,Post-graduate education,Likely
4692338338430976,  2021----01++++ 08,Male,16 to 25 years old,Secondary school/ high school completed,Likely
5723042694299648,  2020----12++++ 07,Male,26 to 35 years old,Some secondary school / high school,Likely
5191747933306880,2020 <11>>> 16,Female,Over 45 years old,University or college degree completed,Likely
4711655497007104,2021   01 14  ,Male,36 to 45 years old,Technical school diploma or degree completed,Very likely
6313815429087232,<li>2021 01 06</li>,Female,Over 45 years old,Some secondary school / high school,Very likely
6717109183971328,2020 <12>>> 05,Female,Over 45 years old,Secondary/high school,Very likely
6244046529101824,2020   12 07  ,Male,16 to 25 years old,Prefer not to answer,Neither likely nor unlikely
5075009279361024,  2020----11++++ 19,Male,16 to 25 years old,Secondary/high school,Very likely
5413280366723072,  2020----11++++ 16,Female,Over 45 years old,Secondary school/ high school completed,Likely
5429726635360256,<li>2020 12 04</li>,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
6252878741372928,2021   01 13  ,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
5611848977350656,  2020----11++++ 21,Male,26 to 35 years old,Post-graduate education,Neither likely nor unlikely
6160583369162752,2020   11 16  ,Female,26 to 35 years old,College or university,Likely
6079229801529344,<li>2020 12 07</li>,Female,36 to 45 years old,Post graduate,Very likely
5860051452690432,<li>2021 01 25</li>,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
4731264035979264,2021 <01>>> 09,Female,36 to 45 years old,Technical school diploma or degree completed,Very likely
5833943833378816,<li>2020 12 17</li>,Male,16 to 25 years old,Secondary/high school,Unlikely
6264864730513408,  2020----12++++ 02,Male,36 to 45 years old,University or college degree completed,Likely
5079178987962368,<li>2020 11 16</li>,Female,26 to 35 years old,Technical school diploma or degree completed,Very likely
4619894688841728,  2020----12++++ 29,Male,16 to 25 years old,Some technical education (e.g polytechnic school),Very likely
6400142686289920,2020 <11>>> 21,Female,Over 45 years old,Post-graduate education,Unlikely
4929680210919424,2021 <01>>> 22,Male,16 to 25 years old,Some university or college,Very likely
4983191080534016,  2021----01++++ 20,Male,26 to 35 years old,University or college degree completed,Neither likely nor unlikely
6076606222434304,2020   11 16  ,Female,16 to 25 years old,Some university or college,Likely
4976399371993088,  2020----11++++ 21,Female,26 to 35 years old,College or university,Very likely
6668648900198400,  2020----11++++ 26,Female,Under 16,Secondary/high school,Very likely
6415941044011008,  2020----12++++ 16,Female,26 to 35 years old,Post-graduate education,Likely
6154238167351296,2020 <12>>> 28,Female,26 to 35 years old,University or college degree completed,Unlikely
5939732015218688,  2020----12++++ 04,Female,36 to 45 years old,Post-graduate education,Very likely
6695580526182400,  2020----12++++ 12,Male,Over 45 years old,Post-graduate education,Unlikely
6035625959751680,2020 <11>>> 16,Male,36 to 45 years old,Technical school,Very likely
5496307654590464,  2020----11++++ 16,Male,36 to 45 years old,Technical school diploma or degree completed,Very likely
5520888725504000,  2020----11++++ 17,Male,36 to 45 years old,Technical school diploma or degree completed,Very likely
5871587829219328,2020   12 21  ,Female,26 to 35 years old,University or college degree completed,Very likely
5352136499265536,2020 <12>>> 11,Female,36 to 45 years old,University or college degree completed,Likely
5658313416245248,  2021----01++++ 24,Female,16 to 25 years old,Secondary school/ high school completed,Very likely
4865345124040704,2021 <01>>> 12,Female,26 to 35 years old,University or college degree completed,Neither likely nor unlikely
4984208618684416,2021 <01>>> 13,Male,Over 45 years old,Some technical education (e.g polytechnic school),Very likely
5673551289122816,  2021----01++++ 25,Female,16 to 25 years old,Secondary school/ high school completed,Very likely
6102283709579264,  2020----11++++ 28,Male,Over 45 years old,University or college degree completed,Very likely
4986847876087808,2021 <01>>> 19,Male,16 to 25 years old,University or college degree completed,Neither likely nor unlikely
6421258926555136,2020 <11>>> 16,Male,Over 45 years old,Some university or college,Likely
4906869337620480,2021 <01>>> 06,Female,26 to 35 years old,University or college degree completed,Likely
6513948496232448,<li>2021 01 17</li>,Female,26 to 35 years old,University or college degree completed,Very likely
5617589108867072,<li>2020 11 17</li>,Male,Over 45 years old,Some secondary school / high school,Very likely
5668999875788800,2021 <01>>> 08,Male,26 to 35 years old,University or college degree completed,Very likely
5414044208201728,2020 <12>>> 12,Female,16 to 25 years old,Secondary/high school,Likely
5125378919366656,2021 <01>>> 09,Female,26 to 35 years old,University or college degree completed,Very likely
5074311741440000,  2020----11++++ 25,Male,26 to 35 years old,Some university or college,Very likely
6619359710806016,2021   01 17  ,Female,16 to 25 years old,Secondary school/ high school completed,Likely
6185713197645824,<li>2021 01 02</li>,Female,26 to 35 years old,University or college degree completed,Very likely
6160329697656832,2020   11 16  ,Female,16 to 25 years old,Technical school diploma or degree completed,Very likely
5477193280126976,<li>2021 01 11</li>,Female,16 to 25 years old,Technical school,Very likely
5975888610197504,2021   01 11  ,Male,26 to 35 years old,University or college degree completed,Very likely
5046807374856192,2020   12 05  ,Female,Over 45 years old,College or university,Likely
6119911647870976,  2021----01++++ 09,Male,36 to 45 years old,Secondary school/ high school completed,Unlikely
5113526460088320,  2021----01++++ 08,Female,16 to 25 years old,Secondary school/ high school completed,Likely
6073563103887360,2020 <11>>> 16,Female,36 to 45 years old,Technical school diploma or degree completed,Very likely
5175074727657472,2020 <12>>> 07,Male,36 to 45 years old,Technical school diploma or degree completed,Likely
6513853765779456,2021 <01>>> 10,Female,16 to 25 years old,Secondary school/ high school completed,Very likely
4783787302191104,2020 <12>>> 05,Male,16 to 25 years old,Some technical education (e.g polytechnic school),Likely
6016519890010112,<li>2020 12 04</li>,Female,26 to 35 years old,University or college degree completed,Very likely
6412592588521472,2020 <11>>> 17,Male,26 to 35 years old,University or college degree completed,Very likely
5005986669789184,2021   01 25  ,Female,Over 45 years old,Post-graduate education,Very likely
6238364295757824,2021   01 16  ,Male,16 to 25 years old,Some university or college,Likely
6462786755624960,2020 <12>>> 16,Female,Under 16,Secondary/high school,Likely
4768785325359104,2020 <11>>> 16,Male,26 to 35 years old,University or college degree completed,Neither likely nor unlikely
5190692929536000,2021   01 20  ,Male,16 to 25 years old,Some secondary school / high school,Very likely
5720636648587264,<li>2020 11 16</li>,Female,Over 45 years old,Some secondary school / high school,Very likely
6582370968010752,2020 <11>>> 16,Male,26 to 35 years old,University or college degree completed,Neither likely nor unlikely
6210100651098112,2020   11 18  ,Male,36 to 45 years old,University or college degree completed,Likely
4538520854331392,2020   11 16  ,Female,26 to 35 years old,University or college degree completed,Very unlikely
5662981693374464,2021   01 16  ,Male,16 to 25 years old,Secondary school/ high school completed,Likely
6206607649406976,2021   01 18  ,Male,26 to 35 years old,Technical school diploma or degree completed,Very likely
5721685056815104,  2020----11++++ 15,Female,36 to 45 years old,College or university,Likely
5275134899519488,<li>2020 12 24</li>,Female,Over 45 years old,Some technical education (e.g polytechnic school),Neither likely nor unlikely
5249290697179136,2020 <11>>> 16,Female,36 to 45 years old,Technical school diploma or degree completed,Likely
4954329078562816,2020   12 05  ,Male,36 to 45 years old,Some university or college,Unlikely
5887492168613888,2020   11 16  ,Male,16 to 25 years old,Secondary school/ high school completed,Neither likely nor unlikely
6528171945230336,2021   01 16  ,Male,16 to 25 years old,University or college degree completed,Very likely
6495030526345216,2020   11 19  ,Male,36 to 45 years old,College or university,Neither likely nor unlikely
5867242001793024,<li>2020 11 17</li>,Male,16 to 25 years old,Technical school diploma or degree completed,Unlikely
5999737187860480,  2021----01++++ 12,Male,36 to 45 years old,University or college degree completed,Likely
4671871349161984,2021   01 08  ,Male,26 to 35 years old,Some university or college,Likely
5597166520500224,2021   01 19  ,Female,26 to 35 years old,Some university or college,Neither likely nor unlikely
5107261522575360,2020   12 08  ,Male,26 to 35 years old,University or college degree completed,Neither likely nor unlikely
6594319061614592,<li>2021 01 24</li>,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
4643068981805056,  2020----11++++ 17,Female,36 to 45 years old,Technical school diploma or degree completed,Likely
5891125106966528,2020   11 16  ,Female,Over 45 years old,University or college degree completed,Very likely
5974077971103744,2020 <11>>> 16,Male,16 to 25 years old,Some technical education (e.g polytechnic school),Very likely
5109126763118592,2021   01 21  ,Female,36 to 45 years old,University or college degree completed,Unlikely
5185229271859200,  2020----11++++ 23,Female,Over 45 years old,Post-graduate education,Neither likely nor unlikely
6287403653529600,2020   11 16  ,Female,26 to 35 years old,University or college degree completed,Very likely
5872804083007488,2021   01 22  ,Male,16 to 25 years old,Secondary school/ high school completed,Likely
4584002980937728,<li>2020 11 17</li>,Female,Over 45 years old,College or university,Unlikely
4727207626014720,  2020----11++++ 16,Male,26 to 35 years old,Post-graduate education,Unlikely
6211907892805632,  2020----11++++ 16,Male,Over 45 years old,Primary school completed,Neither likely nor unlikely
5952672927842304,2020 <11>>> 16,Male,26 to 35 years old,Technical school diploma or degree completed,Very likely
6447203850911744,<li>2020 11 27</li>,Female,16 to 25 years old,Secondary school/ high school completed,Very unlikely
6367866199998464,<li>2020 12 07</li>,Female,Over 45 years old,Post graduate,Very likely
4540999008518144,<li>2020 11 23</li>,Male,16 to 25 years old,Secondary/high school,Very likely
5552695539924992,2021   01 24  ,Male,36 to 45 years old,Technical school diploma or degree completed,Unlikely
5716143341043712,2020   11 17  ,Female,Over 45 years old,Secondary school/ high school completed,Likely
6158800748019712,  2020----12++++ 10,Female,16 to 25 years old,Some university or college,Very likely
6073634205728768,<li>2020 11 16</li>,Male,26 to 35 years old,University or college degree completed,Likely
6130621073326080,2020   11 16  ,Female,36 to 45 years old,University or college degree completed,Very likely
6256368161128448,2020 <12>>> 18,Prefer not to answer,16 to 25 years old,Technical school,Very likely
5392261929238528,<li>2020 11 21</li>,Female,16 to 25 years old,Technical school,Very likely
5950496595771392,2021 <01>>> 01,Male,36 to 45 years old,College or university,Very likely
5232527842476032,<li>2020 11 16</li>,Male,26 to 35 years old,University or college degree completed,Very likely
4815403418386432,2021 <01>>> 20,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
5149847507435520,2020 <11>>> 26,Female,Over 45 years old,College or university,Likely
5768926148689920,2021   01 04  ,Male,16 to 25 years old,Some secondary school / high school,Unlikely
6300975680978944,  2021----01++++ 24,Female,26 to 35 years old,University or college degree completed,Very likely
6353730330165248,<li>2020 11 21</li>,Female,Over 45 years old,Post-graduate education,Very likely
5737274815021056,2020 <11>>> 16,Female,26 to 35 years old,University or college degree completed,Likely
5240717319602176,2021   01 20  ,Female,Over 45 years old,Secondary school/ high school completed,Likely
5346213789696000,2021   01 03  ,Male,Over 45 years old,Some university or college,Very likely
5322812106735616,<li>2020 12 03</li>,Male,26 to 35 years old,University or college degree completed,Likely
4565987665117184,  2020----12++++ 09,Female,16 to 25 years old,Technical school diploma or degree completed,Likely
5641122744631296,2020 <11>>> 17,Female,26 to 35 years old,College or university,Likely
5564650482827264,2020 <11>>> 16,Female,16 to 25 years old,Secondary/high school,Likely
5021999148826624,  2020----11++++ 16,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
5189809843994624,<li>2021 01 16</li>,Male,16 to 25 years old,Technical school diploma or degree completed,Very likely
6670514258182144,<li>2020 12 10</li>,Male,16 to 25 years old,Technical school,Very likely
6157615326560256,<li>2021 01 21</li>,Male,16 to 25 years old,Technical school diploma or degree completed,Likely
4763118040514560,2020   12 12  ,Female,16 to 25 years old,Secondary/high school,Very likely
6439234436333568,2021 <01>>> 24,Male,16 to 25 years old,Technical school diploma or degree completed,Likely
5307114957570048,2020 <12>>> 28,Female,16 to 25 years old,Secondary/high school,Neither likely nor unlikely
5690347666800640,2020   12 05  ,Female,26 to 35 years old,Technical school,Very likely
4614409529065472,  2020----11++++ 27,Male,16 to 25 years old,College or university,Likely
5094954704830464,  2020----11++++ 16,Male,26 to 35 years old,University or college degree completed,Likely
4794146528428032,2020 <12>>> 18,Female,16 to 25 years old,Secondary/high school,Very likely
5426743747018752,<li>2020 11 18</li>,Female,26 to 35 years old,Secondary school/ high school completed,Neither likely nor unlikely
4558707091570688,2020 <11>>> 26,Female,16 to 25 years old,Secondary school/ high school completed,Very likely
5373456867917824,2020 <12>>> 27,Female,Over 45 years old,Primary school,Neither likely nor unlikely
6455438989328384,  2020----12++++ 27,Male,36 to 45 years old,University or college degree completed,Likely
6465616769974272,  2020----12++++ 06,Male,26 to 35 years old,College or university,Very likely
5356922938327040,  2020----12++++ 05,Male,26 to 35 years old,University or college degree completed,Very likely
6746806399795200,  2020----12++++ 17,Female,Over 45 years old,Some primary education,Very likely
4859086173896704,2020   11 16  ,Male,16 to 25 years old,Secondary school/ high school completed,Likely
5703642134085632,<li>2020 11 16</li>,Male,36 to 45 years old,Some primary education,Likely
5288446706057216,2020 <11>>> 19,Male,26 to 35 years old,University or college degree completed,Very likely
5014879695273984,2020   12 06  ,Male,36 to 45 years old,Post-graduate education,Likely
5583407880077312,  2020----11++++ 16,Male,16 to 25 years old,University or college degree completed,Likely
5894290724356096,  2020----12++++ 03,Male,16 to 25 years old,Technical school,Likely
5101160127266816,2020   11 16  ,Female,16 to 25 years old,University or college degree completed,Very likely
6158530869723136,<li>2020 11 25</li>,Female,36 to 45 years old,Technical school diploma or degree completed,Very likely
5154408754315264,  2020----12++++ 07,Male,16 to 25 years old,College or university,Likely
6383263271878656,<li>2021 01 07</li>,Female,16 to 25 years old,Secondary school/ high school completed,Neither likely nor unlikely
5997260057083904,<li>2020 11 19</li>,Female,Over 45 years old,Technical school diploma or degree completed,Very likely
6356931974529024,2021   01 12  ,Male,36 to 45 years old,Some secondary school / high school,Very likely
5658334935121920,<li>2021 01 07</li>,Male,26 to 35 years old,Technical school diploma or degree completed,Unlikely
5235063968235520,  2021----01++++ 06,Female,16 to 25 years old,Secondary school/ high school completed,Very likely
5849498283933696,2020 <11>>> 16,Male,36 to 45 years old,Some secondary school / high school,Neither likely nor unlikely
6417404226961408,<li>2020 11 15</li>,Male,36 to 45 years old,University or college degree completed,Very likely
4839961154289664,2020 <11>>> 16,Female,16 to 25 years old,Secondary/high school,Very likely
6444309370109952,2020 <12>>> 06,Male,26 to 35 years old,Secondary/high school,Very likely
5094116481564672,<li>2020 11 16</li>,Female,16 to 25 years old,Some university or college,Likely
6134402135621632,2021   01 20  ,Male,16 to 25 years old,Secondary school/ high school completed,Neither likely nor unlikely
5113361894473728,2020 <11>>> 22,Male,26 to 35 years old,Primary school,Likely
5755965849993216,  2021----01++++ 11,Female,26 to 35 years old,Some technical education (e.g polytechnic school),Very likely
5097774617198592,2021 <01>>> 25,Male,16 to 25 years old,Secondary school/ high school completed,Very unlikely
4990869024538624,2020 <11>>> 24,Female,16 to 25 years old,Some university or college,Unlikely
6599441397317632,<li>2021 01 13</li>,Male,16 to 25 years old,Primary school completed,Likely
4996960093470720,2020 <12>>> 04,Male,26 to 35 years old,Secondary school/ high school completed,Likely
4725814924148736,2021   01 13  ,Female,16 to 25 years old,Secondary school/ high school completed,Likely
5121550817951744,2021 <01>>> 22,Female,16 to 25 years old,Secondary school/ high school completed,Likely
4990950830243840,  2020----11++++ 16,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
4689287493976064,  2020----11++++ 17,Female,16 to 25 years old,Secondary school/ high school completed,Neither likely nor unlikely
5739137052442624,2020 <11>>> 16,Male,26 to 35 years old,Technical school diploma or degree completed,Likely
5228121724026880,  2021----01++++ 20,Female,36 to 45 years old,University or college degree completed,Very likely
4839790521614336,2020 <12>>> 08,Male,36 to 45 years old,Some university or college,Likely
5214015960907776,  2021----01++++ 23,Female,Over 45 years old,Secondary school/ high school completed,Very likely
5314114907013120,2020   11 16  ,Female,Over 45 years old,Post-graduate education,Likely
5030066884182016,2021 <01>>> 07,Male,Over 45 years old,Some technical education (e.g polytechnic school),Very likely
4767665857232896,<li>2021 01 07</li>,Male,16 to 25 years old,Secondary school/ high school completed,Likely
5605564903325696,2020 <11>>> 23,Female,26 to 35 years old,University or college degree completed,Neither likely nor unlikely
6543758622720000,2021 <01>>> 04,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
6174927284862976,2020   11 16  ,Female,36 to 45 years old,Post-graduate education,Likely
6127029499199488,<li>2020 12 07</li>,Male,Over 45 years old,Technical school diploma or degree completed,Very likely
5142514502991872,  2021----01++++ 21,Female,26 to 35 years old,University or college degree completed,Very likely
5100877162741760,<li>2020 11 17</li>,Male,36 to 45 years old,University or college degree completed,Neither likely nor unlikely
5341342516641792,  2020----11++++ 18,Female,26 to 35 years old,University or college degree completed,Very likely
6441614468972544,2021 <01>>> 21,Male,16 to 25 years old,Some university or college,Very likely
6637433614761984,2020   11 27  ,Female,26 to 35 years old,University or college degree completed,Very likely
6141394201870336,2021   01 08  ,Male,26 to 35 years old,Some technical education (e.g polytechnic school),Neither likely nor unlikely
5000577672282112,2021 <01>>> 11,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
6025619214434304,2020   12 06  ,Female,26 to 35 years old,Secondary/high school,Unlikely
5004538898808832,2020 <11>>> 20,Male,26 to 35 years old,Technical school diploma or degree completed,Neither likely nor unlikely
5746522642972672,  2020----12++++ 07,Male,16 to 25 years old,University or college degree completed,Very likely
4663432772321280,2021   01 17  ,Female,Over 45 years old,Primary school completed,Very likely
5943485873258496,  2021----01++++ 12,Female,16 to 25 years old,Technical school diploma or degree completed,Very likely
6323258283786240,2021   01 19  ,Male,16 to 25 years old,Some technical education (e.g polytechnic school),Neither likely nor unlikely
5148306041995264,<li>2020 12 04</li>,Male,Over 45 years old,University or college degree completed,Very likely
5788237999374336,  2021----01++++ 09,Male,16 to 25 years old,Technical school diploma or degree completed,Very likely
6629575410057216,2020   11 29  ,Male,16 to 25 years old,University or college degree completed,Unlikely
4625720660983808,2020 <12>>> 08,Female,26 to 35 years old,Some technical education (e.g polytechnic school),Very likely
6111582984863744,  2020----12++++ 17,Female,26 to 35 years old,University or college degree completed,Very likely
4690578291032064,<li>2020 12 05</li>,Male,36 to 45 years old,University or college degree completed,Very likely
5284629822308352,2020   11 16  ,Female,16 to 25 years old,Secondary school/ high school completed,Neither likely nor unlikely
6297956497227776,2021 <01>>> 08,Female,Over 45 years old,University or college degree completed,Very likely
4800971709612032,2020   11 16  ,Female,Over 45 years old,University or college degree completed,Very likely
4764702430461952,2021   01 14  ,Female,16 to 25 years old,Some technical education (e.g polytechnic school),Unlikely
5308008470151168,<li>2020 11 17</li>,Female,36 to 45 years old,Technical school diploma or degree completed,Very likely
5967215989096448,  2020----11++++ 17,Male,16 to 25 years old,Some university or college,Very likely
6681947142356992,<li>2021 01 08</li>,Male,16 to 25 years old,Some technical education (e.g polytechnic school),Likely
5973023254642688,  2020----11++++ 17,Male,36 to 45 years old,College or university,Likely
5877781004288000,<li>2020 12 14</li>,Female,26 to 35 years old,Technical school diploma or degree completed,Likely
6171742029742080,<li>2020 11 16</li>,Male,Over 45 years old,Secondary school/ high school completed,Very likely
5730585839665152,2020   11 16  ,Female,36 to 45 years old,Post-graduate education,Likely
5442730076667904,2020 <12>>> 02,Female,26 to 35 years old,University or college degree completed,Neither likely nor unlikely
4594878811209728,2020   11 16  ,Male,36 to 45 years old,Post-graduate education,Likely
5795285017296896,2020 <11>>> 27,Male,Over 45 years old,Technical school diploma or degree completed,Very likely
5630913976467456,<li>2020 11 16</li>,Male,36 to 45 years old,Post-graduate education,Very likely
6572869250449408,2020   11 19  ,Male,36 to 45 years old,University or college degree completed,Likely
4931029266857984,  2021----01++++ 13,Female,36 to 45 years old,Technical school diploma or degree completed,Unlikely
6457827668525056,<li>2021 01 14</li>,Male,26 to 35 years old,University or college degree completed,Likely
6154902293446656,2020   12 15  ,Female,Over 45 years old,University or college degree completed,Very likely
6340763966504960,2020 <12>>> 28,Female,Over 45 years old,Some secondary school / high school,Very likely
6215650109554688,2020 <11>>> 26,Female,26 to 35 years old,Secondary school/ high school completed,Likely
5004598399205376,2021 <01>>> 15,Female,26 to 35 years old,Some technical education (e.g polytechnic school),Very likely
6754836770193408,2021   01 24  ,Female,16 to 25 years old,Some university or college,Unlikely
5360975632138240,2021 <01>>> 11,Male,26 to 35 years old,Some university or college,Very likely
5970318423490560,<li>2020 12 04</li>,Male,26 to 35 years old,Technical school,Very unlikely
5404501176745984,  2020----12++++ 07,Male,Over 45 years old,Secondary school/ high school completed,Likely
5815250927747072,2021   01 16  ,Male,26 to 35 years old,University or college degree completed,Unlikely
4653820853616640,  2020----12++++ 03,Female,26 to 35 years old,Secondary school/ high school completed,Very likely
4868451022929920,<li>2021 01 10</li>,Male,Over 45 years old,Some secondary school / high school,Very likely
4758337020493824,2021   01 12  ,Male,16 to 25 years old,Secondary school/ high school completed,Likely
5181505256292352,<li>2021 01 13</li>,Male,16 to 25 years old,Primary school completed,Likely
6642492423536640,  2020----11++++ 17,Female,Over 45 years old,University or college degree completed,Neither likely nor unlikely
6123877202919424,2020   11 16  ,Female,16 to 25 years old,University or college degree completed,Neither likely nor unlikely
4863005061021696,<li>2021 01 23</li>,Male,36 to 45 years old,Secondary school/ high school completed,Likely
5883498184572928,2020   11 16  ,Female,36 to 45 years old,Post-graduate education,Very likely
6081883286011904,2020 <12>>> 06,Male,26 to 35 years old,College or university,Likely
6424174169161728,  2020----11++++ 16,Female,16 to 25 years old,Secondary school/ high school completed,Neither likely nor unlikely
6388797261742080,<li>2020 11 21</li>,Male,16 to 25 years old,Secondary/high school,Neither likely nor unlikely
6124668013772800,  2020----11++++ 16,Male,36 to 45 years old,University or college degree completed,Likely
6660748752453632,2020 <11>>> 16,Female,26 to 35 years old,University or college degree completed,Neither likely nor unlikely
5648232047968256,  2020----12++++ 04,Female,36 to 45 years old,College or university,Likely
5561196800638976,  2020----12++++ 22,Male,36 to 45 years old,University or college degree completed,Likely
4738363080048640,2021   01 14  ,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
5569550436532224,  2020----11++++ 16,Female,26 to 35 years old,Secondary school/ high school completed,Very likely
6648417507082240,2021   01 04  ,Male,26 to 35 years old,University or college degree completed,Very likely
5073555198050304,2020 <11>>> 23,Female,36 to 45 years old,University or college degree completed,Neither likely nor unlikely
5318556196798464,2020   12 14  ,Male,16 to 25 years old,Secondary school/ high school completed,Likely
5515312339615744,2020   11 30  ,Female,16 to 25 years old,Secondary school/ high school completed,Unlikely
6206443293507584,  2021----01++++ 12,Male,Over 45 years old,Post-graduate education,Very likely
4729785990512640,<li>2021 01 13</li>,Female,16 to 25 years old,Secondary school/ high school completed,Very unlikely
5854484631912448,2020   12 16  ,Male,16 to 25 years old,College or university,Likely
5316853913354240,2020 <11>>> 29,Male,26 to 35 years old,College or university,Very likely
5880245157888000,2021 <01>>> 08,Female,36 to 45 years old,Technical school diploma or degree completed,Very likely
6012107356372992,  2020----11++++ 16,Male,36 to 45 years old,Some secondary school / high school,Neither likely nor unlikely
6655573920841728,2020   11 29  ,Male,Over 45 years old,Technical school,Unlikely
5218671195848704,2020   12 05  ,Male,26 to 35 years old,Secondary school/ high school completed,Very likely
5059437783154688,<li>2021 01 13</li>,Female,26 to 35 years old,University or college degree completed,Very likely
5868743134806016,2021 <01>>> 01,Male,16 to 25 years old,Some secondary school / high school,Unlikely
5320405113110528,  2020----11++++ 24,Male,36 to 45 years old,Post graduate,Likely
5251979573198848,  2020----11++++ 27,Female,16 to 25 years old,College or university,Very likely
6094842416594944,2021   01 23  ,Female,16 to 25 years old,Technical school diploma or degree completed,Unlikely
5716350162173952,2020   12 07  ,Female,36 to 45 years old,Some technical education (e.g polytechnic school),Very unlikely
5263122043764736,2021   01 12  ,Male,16 to 25 years old,Secondary school/ high school completed,Very likely
4735347125911552,<li>2020 11 16</li>,Male,36 to 45 years old,Technical school diploma or degree completed,Very likely
6494097604083712,<li>2020 12 09</li>,Male,Under 16,Primary school,Likely
