Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,Company,Region,Producer,Harvest.Year,Grading.Date,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Moisture,Color,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
jungle estate,Kenya,jungle estate,10NG0093,nkg mills,keremara limited,nyeri,JUNGLE ESTATE,,"January 11th, 2018",Washed / Wet,6.6068546068057845,6.343365107434082,6.3371893624520235,6.727535231499312,9.017669640726538,8.146884693554485,10.0,10.0,10.0,8.003045816205887,0.11,Blue-Green,m,1754.0,1754.0,1754.0
racafe & cia s.c.a,Colombia,,3-37-1724,bucaramanga,racafe & cia s.c.a,santander,,2016,"January 10th, 2017",Washed / Wet,5.15982138796012,8.583499657977535,7.536385452914763,9.92520840788186,9.249388265999897,8.35773983692309,10.0,10.0,10.0,8.281398650271129,0.0,Blue-Green,m,1500.0,1500.0,1500.0
racafe & cia s.c.a,Colombia,,3-37-1291,bachue,racafe & cia s.c.a,huila,La Plata,2016,"December 28th, 2016",Washed / Wet,5.84355013010072,4.13210650083027,8.750549977035359,7.0049141553840935,9.204110641972733,8.582148837821705,10.0,10.0,10.0,8.197677466294728,0.0,Green,m,,,
daniel magu,Kenya,blend,,sagana,c dorman ltd,nyeri,BLEND,2013,"July 21st, 2014",Washed / Wet,7.993271028926955,4.8454716493254635,7.241414785537249,8.167058821650809,8.701353234279846,8.703923768539651,10.0,10.0,10.0,8.518550322619403,0.1,Bluish-Green,m,1800.0,1800.0,1800.0
juan luis alvarado romero,Guatemala,el morito,,el morito,"armajaro guatemala, s. a.",jalapa,ROBERTO MONTERROSO,2014,"May 29th, 2014",Washed / Wet,7.049905530503415,7.634903558327973,6.40382354707152,7.735786697318549,9.467253421791902,8.346585843803979,10.0,10.0,10.0,7.6234283723573855,0.11,Green,ft,4572.0,4572.0,4572.0
juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,2014,"March 24th, 2014",Washed / Wet,7.174036270869716,5.346849759057744,7.856037246805648,5.211918630448706,9.089523657042943,8.49987737145118,10.0,10.0,10.0,8.252123079990147,0.09,Green,ft,3657.6,3657.6,3657.6
compañia colombiana agroindustrial s.a,Colombia,,,trilladora agricola,ecom cca sa,santander,,2013,"December 20th, 2013",Washed / Wet,9.14015382236077,7.590228322978804,8.799346561548171,5.7541984436438085,9.006761701230621,8.029232466353804,10.0,10.0,10.0,7.905143875023057,0.0,,m,1550.0,1550.0,1550.0
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,La Plata,2013,"December 6th, 2013",Washed / Wet,6.475171026381633,8.262398318436109,6.013709079987495,6.9925277832866595,8.626382573910973,8.361162572254393,10.0,10.0,10.0,8.795247914789934,0.0,,m,1600.0,1900.0,1750.0
taylor winch (coffee) ltd.,Kenya,,,,taylor winch (coffee) ltd,,changeru wet mill,2013,"August 30th, 2013",Washed / Wet,5.027074136488407,5.058995726977386,8.050725526318773,6.5070148387897815,8.787726485606063,8.295207463095451,10.0,10.0,10.0,8.316616307566836,0.0,Green,m,,,
exportadora de cafe condor s.a,Colombia,,,trilladora boananza,exportadora de cafe condor s.a,huila,,2012,"July 17th, 2013",Washed / Wet,5.84894855385982,8.665867551242538,5.712865125554464,8.699777871203278,8.802543049101054,8.866366446356235,10.0,10.0,10.0,8.088558830670697,0.0,Green,m,1750.0,1750.0,1750.0
lusso lab,Costa Rica,la chaparral,,,lusso coffee lab,tres rios,,2012,"March 12th, 2013",Semi-washed / Semi-pulped,7.775589893135767,7.182121605936849,6.5310221949754155,9.53849384463613,6.312782027032286,7.799086550057647,10.0,10.0,10.0,8.06544406345563,0.12,Bluish-Green,m,1450.0,1700.0,1575.0
exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,exportadora de cafe condor s.a,huila,varios,2012,"October 9th, 2012",Washed / Wet,9.346476299237814,7.924936221608447,9.16982953601511,6.6191225558685485,8.90657341949481,8.658051078378953,10.0,10.0,10.0,8.173806262146762,0.11,Green,m,1800.0,1800.0,1800.0
nucoffee,Brazil,fazenda recreio,,,nucoffee,vale da grama,Homero Texeira de Macedo Junior,2011,"December 23rd, 2011",Semi-washed / Semi-pulped,5.441805356886267,9.78890935706609,7.486204100517242,7.2805974721040725,9.98532048288365,8.554620058173231,10.0,10.0,10.0,9.597837090539208,0.12,Green,m,1300.0,1300.0,1300.0
nucoffee,Brazil,fazenda vista alegre,,,nucoffee,mountains of minas gerais,Geraldo Paixão,2011,"December 3rd, 2011",Semi-washed / Semi-pulped,5.848071018262478,5.653773526884772,8.051031855326004,7.137826899763532,7.383103513451178,8.511552775192353,10.0,10.0,10.0,8.154727232799669,0.11,Blue-Green,m,1100.0,1100.0,1100.0
max gurdian,Costa Rica,,S015.367,beneficio santo domingo - beneficio dosmil,beneficios volcafé costa rica,valle central,Various,2017 / 2018,"November 28th, 2017",Washed / Wet,5.986551179855177,4.477948669298127,7.224604149170371,7.600665082280775,9.0834849439437,8.825597849197392,10.0,10.0,10.0,8.362024322227366,0.1,Bluish-Green,m,1200.0,1200.0,1200.0
ecom japan limited,Uganda,kawacom sipi project,035/170/5071146⁠⁠⁠⁠,kawacom,kawacom uganda ltd,eastern uganda,Kawacom Uganda Ltd,2016,"March 14th, 2017",Washed / Wet,9.369749415122351,7.386216597218466,8.392844014478285,8.21564848885732,8.525685401886056,8.106882544715548,10.0,10.0,10.0,7.869190640020525,0.11,Green,m,1750.0,1750.0,1750.0
yunnan coffee exchange,China,menglian ban’an coffee processing factory,YNC-16018,menglian ban’an coffee processing factory,yunnan coffee exchange,yunnan,Menglian Ban’an Coffee Processing Factory,2015,"April 6th, 2016",Washed / Wet,5.3917372937709285,7.490864011146897,8.395033205922404,7.603070658256724,9.066683245524047,8.033168534299707,10.0,10.0,10.0,8.370333473056245,0.1,Green,m,1680.0,1680.0,1680.0
fabian calderon mora,Costa Rica,coopetarrazú,,coopetarrazú,coopetarrazú.r.l,tarrazu,Coopetarrazú,2014,"July 6th, 2015",Washed / Wet,5.9138931142469255,7.452214232074431,8.621791028532437,6.170852650558214,9.029303414312476,8.347328530379684,10.0,10.0,10.0,8.501163539726653,0.11,Green,m,1700.0,1700.0,1700.0
federacion nacional de cafeteros,Colombia,,,cauca,federacion nacional de cafeteros,cauca,,2015/2016,"June 5th, 2015",Washed / Wet,6.289509393728287,7.220911277070881,8.330573962282187,8.035428446800655,8.818316600545572,8.460805117495235,10.0,10.0,10.0,7.6416788589293025,0.12,Green,m,1800.0,1800.0,1800.0
eric wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",,"puer jiangcheng fuwang coffee biotechnology co., ltd","puer jiangcheng fuwang coffee biotechnology co., ltd",yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",2013,"June 16th, 2014",Washed / Wet,7.728529424071307,7.550465325667141,9.87549127579034,9.762277440327454,8.67827215101517,8.359427772119162,10.0,10.0,10.0,8.508820431102224,0.0,Green,m,1100.0,1100.0,1100.0
juan luis alvarado romero,Guatemala,el sacramento,,beneficio ixchel,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,2013,"February 26th, 2013",Washed / Wet,6.384330077240237,6.181398977855837,8.011315478916929,8.179269400836143,9.210005292188066,7.769410657174034,10.0,10.0,10.0,8.401167767076625,0.11,Green,ft,3931.92,3931.92,3931.92
dream together,Kenya,rumukia farmers,,sasini,dream together co. ltd,nyeri,,2012,"September 16th, 2012",Washed / Wet,8.63122266927304,4.010685839571933,8.631411735712383,5.405879349381689,9.16696858739793,8.522899564332354,10.0,10.0,10.0,8.471975871945213,0.11,Blue-Green,m,2000.0,2000.0,2000.0
maria imelda uscanga martinez,Mexico,la barranca,,hustusco,,hustusco,MARIA IMELDA USCANGA MARTINEZ,2012,"July 11th, 2012",Washed / Wet,6.492602519430429,5.761333876348774,7.108955327713402,6.257852175105729,9.09989410421693,8.757018320353176,10.0,10.0,10.0,8.203592881323996,0.12,Green,m,1350.0,1350.0,1350.0
alfredo bojalil,Mexico,finca el retiro,,agroindustrias unidas de mexico,ecomtrading,jaltenango,SANTIAGO JOSE ARGUELLO CAMPOS,2012,"June 6th, 2012",Washed / Wet,7.169925086899811,6.254771369790966,9.50563421980392,5.482711502788371,9.180314286896746,8.937301640471743,10.0,10.0,10.0,8.853422493717574,0.11,,m,1500.0,1500.0,1500.0
juan luis alvarado romero,Guatemala,nueva granada,,beneficio nueva granada,"transcafe, s.a","el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A",2012,"February 16th, 2012",Washed / Wet,6.583493141994864,8.510815512581098,7.184471776212325,8.040704077215745,8.740956854526848,8.650585620831137,10.0,10.0,10.0,7.60272155972424,0.11,Green,m,,,
daniel friedlander,Brazil,,,mmm,,mmm,mmm,mmm,"March 23rd, 2011",,6.875876369854407,4.592022545709336,9.457259404521974,7.8575538850193825,9.237948252448927,8.277583681759229,9.5,10.0,10.0,8.184639583828035,0.0,,m,,,
alexandra katona-carroll,Brazil,,,,,test,,TEST,"March 22nd, 2011",,6.634852136624511,7.406041050612724,7.817405458611224,6.6815703939105475,8.565727612714863,8.379895304114955,10.0,10.0,10.0,8.104634463701409,0.0,,m,,,
max gurdian,Costa Rica,several farmers,5-0015-0231,beneficio san diego,beneficios volcafé costa rica,tarrazu,Beneficio San Diego,2016,"March 23rd, 2017",Washed / Wet,3.979332858053368,4.425645701027833,8.692830624823262,7.465376109691199,9.070911357206366,8.29847926567478,10.0,10.0,10.0,8.798515620464395,0.1,Blue-Green,m,1300.0,1300.0,1300.0
aulia arif syahri,Indonesia,darmawi,MANDHELING BRASTAGI,dry mill,pt. olam indonesia,sumatra brastagi,Surbakti,2017,"March 14th, 2017",Other,8.131485238297124,5.160206916354537,7.847071741869621,5.652598569256343,5.411064400486313,8.354935062444303,10.0,10.0,10.0,8.56359747624656,0.0,Blue-Green,m,1400.0,1400.0,1400.0
carcafe ltda ci,Colombia,,3-59-0318,neiva,carcafe ltda,pitalito,FRANKLIN DUSSAN,2015/2016,"January 25th, 2016",Natural / Dry,6.765610375464601,9.031945188627953,5.1929396816452,7.7749789123606465,8.426791390021332,8.338625585055167,10.0,10.0,10.0,8.669868415018056,0.0,Green,m,,,
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,La Plata,2014,"July 9th, 2014",Washed / Wet,7.872100900462612,6.170252996402768,10.0,5.755239414663572,9.160664918398764,8.56073024578645,10.0,10.0,10.0,7.977841466838611,0.0,Green,m,1600.0,1950.0,1775.0
kao ming lee,Taiwan,tropica galliard,,tropica galliard,tropica galliard,"mountain ali, taiwan",Kao Ming Lee,2012,"July 10th, 2013",Washed / Wet,7.6173296282779255,8.752575377434567,10.0,8.997974998636826,9.207080196860023,8.249704010281972,10.0,10.0,10.0,8.502999057537169,0.11,Blue-Green,m,1200.0,1200.0,1200.0
kona pacific farmers cooperative,United States of America,,,,kona pacific farmers cooperative,kona,,2012,"January 21st, 2013",Natural / Dry,4.173515662534998,6.392359010674148,10.0,8.076622594435678,7.759239478903266,8.862931281712047,10.0,10.0,10.0,8.121521495214232,0.11,Blue-Green,ft,,,
maria amalia guadalupe toriello elorza,Mexico,finca la chiripa,,finca hamburgo,finca hamburgo,tapachula,MARIA AMALIA GUADALUPE TORIELLO ELORZA,2012,"June 6th, 2012",Washed / Wet,8.138686332891616,8.487157080773448,7.6426176979790785,8.213889791969073,9.208529183011084,8.126279475134389,10.0,10.0,10.0,9.164748178139018,0.12,,m,900.0,900.0,900.0
ethiopia commodity exchange,Ethiopia,phone number | 0911-513824 email: gmt.ft,,,,limu,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",2009/2010,"June 17th, 2010",,7.162141855132598,6.4776282198794926,7.800404308492607,8.480383064050764,8.745095642221631,8.343021854789692,10.0,10.0,10.0,8.449261655157054,0.2,,m,,,
lydiah mwangi,Kenya,kigwandi,K25159,central kenya coffee mills,c dorman ltd,nyeri,mutheka,2017 / 2018,"August 3rd, 2017",Washed / Wet,5.335873456235055,3.8073595960330673,5.439440094462318,6.72299668994313,9.491002267874748,8.045594073129728,10.0,10.0,10.0,8.39898188896883,0.11,Green,m,1800.0,1800.0,1800.0
bismarck castro,Honduras,las cuchillas,152,cigrah s.a de c.v.,cigrah s.a de c.v,comayagua,Nahun Maldonado,2016,"May 11th, 2017",,7.2650219706864405,7.708721159947361,8.682903669657051,10.0,7.9514816925145375,8.227232103690897,10.0,10.0,10.0,8.012903073118435,0.1,Green,m,1500.0,1500.0,1500.0
raúl vargas,Colombia,,1,san josé / neiva,skn caribecafe ltda,huila,,2016,"February 20th, 2017",Washed / Wet,7.536333883906112,5.434339878726574,5.5626366175052775,7.410406089786157,9.099192201926767,7.8795860482305535,10.0,10.0,10.0,8.565754580702604,0.0,Green,m,,,
bismarck castro,Honduras,los hicaques,76,dry mill,cigrah s.a de c.v,central region,Reinerio Zepeda,2016,"April 4th, 2016",Washed / Wet,7.906901486055495,6.623102807956602,8.844400835591136,6.625912001788434,9.460172305813787,8.119795457884118,10.0,10.0,10.0,8.301374011276796,0.11,Green,m,1500.0,1500.0,1500.0
racafe & cia s.c.a,Colombia,,3-37-1704,bogota - bachue,racafe & cia s.c.a,la plata,,2016,"February 16th, 2016",,5.523490335432769,8.308095152695245,8.172556312994677,8.596606602778687,9.615340391703633,8.046600749435173,10.0,10.0,10.0,8.591760022228732,0.0,,m,,,
carcafe ltda ci,Colombia,,,neiva,carcafe ltda,huila,FRANKLIN DUSSAN / ANDRES RODRIGUEZ/HIPOLITO TORRES,2015,"April 29th, 2015",Natural / Dry,7.792810209550394,4.125816456942156,9.061101946141054,7.391063952388848,9.083013115321805,8.636976850183945,10.0,10.0,10.0,8.220535123069103,0.11,Green,m,442.0,442.0,442.0
exportadora de cafe condor s.a,Colombia,,,trilladora boananza,exportadora de cafe condor s.a,huila,,2013,"July 19th, 2013",Washed / Wet,7.231923729311088,4.097188854172072,5.3327896819679745,8.781998566229996,8.977653742108822,8.712021803829927,10.0,10.0,10.0,8.623504722485603,0.0,Green,m,1800.0,1800.0,1800.0
victor hugo melchor cordova,Mexico,la distancia,,la distancia,,tuxtla gutierrez,VICTOR HUGO MELCHOR CORDOVA,2012,"July 27th, 2012",Washed / Wet,6.161767647532037,4.859857734034499,10.0,7.539387538286586,9.186202398958493,8.594636609370736,10.0,10.0,10.0,8.413015326266715,0.12,Blue-Green,m,1700.0,1700.0,1700.0
nucoffee,Brazil,santa alina,,,,vale da grama,Lucia Maria da Silva Dias,2011,"October 28th, 2011",,9.428337042700312,6.508414619911702,6.028177157760378,10.0,7.903390541220577,8.806408382411913,10.0,10.0,10.0,8.032346295686892,0.0,,m,1200.0,1350.0,1275.0
nucoffee,Brazil,fazenda baipendi,,,,south of minas,Antônio Pelucio,2011,"October 28th, 2011",,8.482502785541902,3.574458204445817,8.103888219386874,9.393498924297141,8.72005723891683,8.767612939206142,10.0,10.0,10.0,7.85789043072083,0.02,,m,900.0,1200.0,1050.0
benjamin schmerler,Ethiopia,,,,,limu,Oromia Coffee Farmers Cooperative Union,,"June 14th, 2011",,8.397743246385403,7.4818638886585225,8.604045886755204,7.654550808748952,8.659946062437157,8.396597729263261,10.0,10.0,10.0,7.629169354797658,0.0,,ft,3291.84,5669.28,4480.559999999999
the coffee source inc.,Guatemala,las minas,,las minas,,nuevo oriente,Miguel Hernandez,December 2009-March 2010,"April 30th, 2010",,7.176487858279872,3.919269915655284,7.4264321920139,9.958572930746088,9.261723453083528,8.138729039319736,10.0,10.0,10.0,8.26949524540414,0.04,,ft,4023.3599999999988,4297.68,4160.52
"lin, che-hao krude 林哲豪",Taiwan,馨晴咖啡 good mood coffee,2017南投咖啡評鑑 NANTOU COFFEE EVALUATION EVENT 2017,馨晴咖啡 good mood coffee,taiwan coffee laboratory,國姓鄉 guoshing township,黃美桃 Huang Mei Tao,2016,"August 10th, 2017",Washed / Wet,6.538312898336935,1.8428713441854199,9.276658746752684,8.834333113897827,9.33899068057082,9.123552805956011,10.0,10.0,10.0,8.314337209932665,0.12,Blue-Green,m,1000.0,1000.0,1000.0
松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,MCCRNX115/16,matsuzawa coffee,matsuzawa coffee,chiang rai thailand,Matsuzawa Coffee,2015,"November 2nd, 2016",Natural / Dry,4.90101606405926,6.206324411518343,10.0,9.978873093798473,8.338753684603827,8.683030311857573,10.0,10.0,10.0,8.066261130604643,0.12,Green,m,1200.0,1200.0,1200.0
carcafe ltda ci,Colombia,,3-59-3461,pasto,carcafe ltda,nariño,JOSE ALBEIRO GOMEZ,2016,"August 5th, 2016",Natural / Dry,9.583207632332464,6.3831110956672,8.69695855764691,7.694305320217063,7.637801359479103,8.430832620345193,10.0,10.0,10.0,7.917621417745874,0.11,Green,m,2560.0,2560.0,2560.0
juan luis alvarado romero,Guatemala,finca medina,11/11711/59,beneficio siembras vision (154),"siembras vision, s.a.",antigua,FINCA MEDINA,2016,"May 23rd, 2016",Washed / Wet,4.5170629396354105,5.432822797644894,8.319741658511465,9.36579135670918,8.778834797512761,8.537758507179657,10.0,10.0,10.0,7.638539780189115,0.11,Green,m,1500.0,1500.0,1500.0
juan luis alvarado romero,Guatemala,finca san vicente,11/52/709,beneficio exportacafe agua santa,exportcafe,huehuetenango,HORACIO CIFUENTES MARTINEZ,2015,"April 6th, 2016",Washed / Wet,4.932443463205235,4.889054631075164,8.093139649121863,6.94571377462791,9.486071042231883,8.301412500166563,10.0,10.0,10.0,7.806725313364549,0.1,Green,ft,3298.2408000000014,3298.2408000000014,3298.2408000000014
yunnan coffee exchange,China,menglian county nayun town mangzhang coffee farm,YNC-16017,menglian county nayun town mangzhang coffee farm,yunnan coffee exchange,yunnan,Menglian County Nayun Town Mangzhang Coffee Farm,2015,"April 6th, 2016",Natural / Dry,8.257826896357388,9.477288648983556,8.131311915145817,10.0,8.189234557960718,8.691291642593196,10.0,10.0,10.0,8.452110348934136,0.1,Green,m,1400.0,1400.0,1400.0
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,La Plata,2015,"November 19th, 2015",Washed / Wet,6.061034701979315,5.87632895589238,5.63039175055578,8.639314846489267,8.66004083672758,8.008942458083325,10.0,10.0,10.0,8.757461449096079,0.11,Green,m,1600.0,1950.0,1775.0
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,La Plata,2015,"October 26th, 2015",Washed / Wet,6.838656607995068,4.4704631077427,10.0,6.435882686983902,9.374181094367707,7.6741288196602975,10.0,10.0,10.0,7.630873900035883,0.12,Green,m,1600.0,1950.0,1775.0
federacion nacional de cafeteros,Colombia,,,cauca,federacion nacional de cafeteros,cauca,,2015/2016,"June 5th, 2015",Washed / Wet,5.9033828458943125,8.708013093370067,10.0,7.421383340577455,9.059326861476732,8.072941745768896,10.0,10.0,10.0,8.911999563322285,0.12,Green,m,1800.0,1800.0,1800.0
carcafe ltda ci,Colombia,,,neiva,carcafe ltda,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,2015,"April 29th, 2015",Natural / Dry,7.3249847868180975,9.60188973033758,7.254285466249136,7.838892932944298,8.183952674197004,8.34738313154862,10.0,10.0,10.0,7.834708707912513,0.12,Green,m,442.0,442.0,442.0
tembo coffee company ltd,Tanzania,jacksom mwasenga,,tembo coffee company ltd,tembo coffee company ltd,shizingo village,Tembo Coffee Company Ltd,2014,"December 12th, 2014",Washed / Wet,7.321369801048116,8.426607388060019,10.0,7.595387546864532,9.185481106787547,8.517591506090504,10.0,10.0,10.0,8.045425290211043,0.12,Green,m,1620.0,1620.0,1620.0
taylor winch (t) ltd,Tanzania,suma jkt itende,,taylor winch (t) ltd,taylor winch (t) ltd,mbeya,Taylor Winch (T) ltd,2014,"December 12th, 2014",Washed / Wet,7.237236397199949,8.348006922021693,9.655915930874746,6.864614663862629,9.3464049480626,8.739194608752975,10.0,10.0,10.0,8.133111070865631,0.12,Green,m,1600.0,1600.0,1600.0
juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,2014,"August 21st, 2014",Other,8.252243488263664,6.748081235841156,7.212027313518788,10.0,4.76553770269135,8.470485263251764,10.0,10.0,10.0,8.381533881033956,0.1,Green,ft,3657.6,3657.6,3657.6
exportadora de cafe condor s.a,Colombia,,,trilladora boananza,exportadora de cafe condor s.a,cauca,,2013,"October 1st, 2013",Washed / Wet,6.936107056094527,6.834491853888111,7.237205852534316,7.538362156565657,9.170026938075786,8.556984838104386,10.0,10.0,10.0,8.609056893669777,0.11,Green,m,1700.0,1700.0,1700.0
kona pacific farmers cooperative,United States of America,,,,kona pacific farmers cooperative,kona,,2012,"December 11th, 2012",Natural / Dry,5.739346934730508,7.862815228489888,9.288450356335908,7.3084673937897575,6.932220011516527,8.552599274802057,10.0,10.0,9.33,8.39365875523425,0.11,Bluish-Green,ft,,,
jesus salazar velasco,Mexico,pante carajillo,,"san pedro cotzilnam, municipio de aldama, chiapas",carajillo café sa de cv,san pedro cotzilnam,JESUS SALAZAR VELASCO,2012,"September 11th, 2012",Semi-washed / Semi-pulped,7.268328340396295,7.193537931804725,7.6891016442187965,7.1139500074972615,5.830928274199327,8.699773487436062,10.0,10.0,10.0,8.265002883949803,0.12,Green,m,1450.0,1450.0,1450.0
manuel herrera juarez,Mexico,finca los barreales,,finca los barreales,,veracruz,MANUEL HERRERA JUAREZ,2012,"April 9th, 2012",Washed / Wet,4.065283316231966,6.061060594038029,7.24253031523667,7.103621934893052,8.787424685055875,8.709197944780815,10.0,10.0,10.0,8.229350289037738,0.12,Green,m,1170.0,1170.0,1170.0
alfredo bojalil,Mexico,finca santa teresa,,"la concordia, chiapas",ecomtrading,"la concordia, chiapas",ERNST POHLENZ AGUILAR,2012,"April 2nd, 2012",Washed / Wet,5.4091067092105005,7.521117299333946,8.937741327788483,8.820623307196396,9.171809787520086,7.994834126658907,10.0,10.0,10.0,8.697503472181523,0.1,Bluish-Green,m,1400.0,1400.0,1400.0
afca,Uganda,,,bukonzo joint cfs,bukonzo joint cfs,kasese,,2012,"February 13th, 2012",Natural / Dry,6.659492651882332,3.567134161346949,6.993476056265154,6.738385479910935,7.979280807316848,8.676580726439825,10.0,10.0,10.0,8.173671206812848,0.13,Green,m,1700.0,1700.0,1700.0
juan luis alvarado romero,Guatemala,piamonte,11/23/0365,beneficio ixchel,"unex guatemala, s.a.",san marcos,JORGE LEAL,2017,"June 1st, 2017",Washed / Wet,8.025276587337945,6.2512284316494915,7.9084008006172075,8.314302521415534,8.84003732439582,8.739463829037259,10.0,10.0,10.0,8.499816422443551,0.13,Green,m,1700.0,1700.0,1700.0
racafe & cia s.c.a,Colombia,,3-37-3825,bachue,racafe & cia s.c.a,huila,La Plata,2016,"August 19th, 2016",Washed / Wet,8.077756548508574,5.106781978976533,7.003502263279593,7.892017100593527,9.307934910774113,8.488841505928558,10.0,10.0,10.0,8.323111394156374,0.0,Green,m,,,
wayner jimenez,Costa Rica,los girasoles,EC-1180,los angeles micro-mill,exclusive coffee - costa rica,tarrazu,Los Angeles Micro-Mill (Ricardo Calderón),2016,"August 19th, 2016",Washed / Wet,5.058270706722997,7.5166693006906815,4.946797920181185,9.604519951333787,8.935991905138145,8.458888866040084,10.0,10.0,10.0,8.541162869193561,0.09,Bluish-Green,m,1700.0,1700.0,1700.0
juan luis alvarado romero,Guatemala,finca la joya,11/52/1170,beneficio exportacafe agua santa,exportcafe,huehuetenango,DARY COLMAN ALVARADO VILLATORO,2016,"June 23rd, 2016",Washed / Wet,7.822788482642772,7.817713283366082,8.942903880682229,10.0,8.620164187117753,8.327018053179128,10.0,10.0,10.0,8.646346701238045,0.11,Green,ft,3350.3616,3350.3616,3350.3616
juan luis alvarado romero,Guatemala,santo tomas pachuj,11/752/01,beneficio palinsa,cafcom,solola,FERNANDO FAHSEN,2016,"June 1st, 2016",Washed / Wet,7.010715793036788,6.897704713987308,10.0,8.568996886340184,8.815584044581707,8.53113541417596,10.0,10.0,10.0,8.292567223389122,0.1,Green,m,1565.0,1565.0,1565.0
juan luis alvarado romero,Guatemala,chapultepec,11/23/0335,beneficio ixchel,"unex guatemala, s.a.",norte,CHAPULTEPEC,2016,"June 1st, 2016",Washed / Wet,6.310555851611488,6.5166766899633215,7.672536761023442,7.746868599549303,9.125207399197249,8.411060844886865,10.0,10.0,10.0,8.073333996952535,0.1,Green,m,3280.0,3280.0,3280.0
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,La Plata,2015,"August 18th, 2015",Washed / Wet,6.9474789039782525,6.084648436424295,7.598918681348988,8.879261804271215,9.432811734223023,8.470675070229168,10.0,10.0,10.0,8.022205782280873,0.0,Bluish-Green,m,1600.0,1950.0,1775.0
cooperativa el gorrion r.l,Nicaragua,las nubes,,beneficio humedo,cooperativa el gorrion r.l,jinotega,COOPERATIVA EL GORRION RL,2015,"August 3rd, 2015",Natural / Dry,5.974793465227492,6.1600276673027405,9.022370376258996,7.992462106895196,10.0,8.232208674291472,10.0,10.0,10.0,8.209559722324332,0.12,Bluish-Green,m,900.0,1100.0,1000.0
cafebras,Brazil,pantano,,via seca,cafebras comercio de cafés do brasil sa,cerrado,MAURO GALHERI,2015,"April 24th, 2015",Natural / Dry,6.882798103629793,6.3519071087951895,7.560983988597608,9.380453491095702,9.01334435718235,8.857440029886872,10.0,10.0,10.0,8.358570346611122,0.0,,m,1150.0,1150.0,1150.0
"ceca, s.a.",Costa Rica,gamboa,,beneficio montañas del diamante,"ceca,s.a.",tarrazu,Martin Gutierrez,2014,"April 10th, 2015",Washed / Wet,7.074205465962324,7.666921176993131,5.7499417285238055,7.935355446787478,9.70662022653833,8.569571548082644,10.0,10.0,10.0,7.637967533287402,0.0,Blue-Green,m,1850.0,1850.0,1850.0
asefa dukamo keroma,Ethiopia,asefa dukamo coffee plantation,,gudmale,asefa dukamo coffee plantetion,snnprg; kafa; telo woreda; shada kebele,Tariku Oljira,2014,"March 26th, 2015",Natural / Dry,6.7793886037388775,2.718808198823523,6.771714013871094,6.585029259201487,9.052460072878569,8.309692800513456,10.0,10.0,10.0,8.637562501859035,0.1,Green,m,1545.0,1668.0,1606.5
selian coffee estate,Tanzania,selian coffee estate,,selian coffee estate,selian coffee estate,arusha,Selian Coffee Estate,2014,"December 12th, 2014",Washed / Wet,7.064319239825647,7.446411874743941,9.630892350382029,8.239832354161106,8.467376495766517,8.343550413771899,10.0,10.0,10.0,7.915772853140088,0.13,Green,m,1400.0,1400.0,1400.0
olam agro colombia,Colombia,,,trilladora asia,olam international ltd,huila,,2014/2015,"October 15th, 2014",Washed / Wet,5.455304926428995,6.856604692960919,8.371646139545689,9.867783208755084,9.106663022946453,8.696518178642831,10.0,10.0,10.0,8.334953541646168,0.12,Green,m,1530.0,1530.0,1530.0
chris finch,Guatemala,,,,volcafe specialty coffee,,,2013,"July 16th, 2014",Washed / Wet,8.485091675131013,5.698457454703347,6.641869070933213,6.6822109320185294,8.935929522418617,8.485162575946644,10.0,10.0,10.0,8.62125458410483,0.11,Bluish-Green,m,,,
itochu corporation,Kenya,,,,taylor winch (coffee) ltd,kenya,,2013,"November 7th, 2013",Washed / Wet,7.415509015858196,6.159585830328455,7.595018580375104,7.638472621576626,9.019589685590708,8.374135596191092,10.0,10.0,10.0,8.459681174542023,0.08,Green,m,1.0,500.0,250.5
